time,lat,lon,frpfire,crfire,mami,apt
2020-09-29,31.099998,-124.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-124.7,0.0,0.0,,0.0
2020-09-29,31.099998,-124.5,0.0,0.0,,0.0
2020-09-29,31.099998,-124.3,0.0,0.0,,0.0
2020-09-29,31.099998,-124.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-123.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-123.7,0.0,0.0,,0.0
2020-09-29,31.099998,-123.5,0.0,0.0,,0.0
2020-09-29,31.099998,-123.3,0.0,0.0,,0.0
2020-09-29,31.099998,-123.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-122.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-122.7,0.0,0.0,,0.0
2020-09-29,31.099998,-122.5,0.0,0.0,,0.0
2020-09-29,31.099998,-122.3,0.0,0.0,,0.0
2020-09-29,31.099998,-122.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-121.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-121.7,0.0,0.0,,0.0
2020-09-29,31.099998,-121.5,0.0,0.0,,0.0
2020-09-29,31.099998,-121.3,0.0,0.0,,0.0
2020-09-29,31.099998,-121.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-120.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-120.7,0.0,0.0,,0.0
2020-09-29,31.099998,-120.5,0.0,0.0,,0.0
2020-09-29,31.099998,-120.3,0.0,0.0,,0.0
2020-09-29,31.099998,-120.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-119.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-119.7,0.0,0.0,,0.0
2020-09-29,31.099998,-119.5,0.0,0.0,,0.0
2020-09-29,31.099998,-119.3,0.0,0.0,,0.0
2020-09-29,31.099998,-119.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-118.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-118.7,0.0,0.0,,0.0
2020-09-29,31.099998,-118.5,0.0,0.0,,0.0
2020-09-29,31.099998,-118.3,0.0,0.0,,0.0
2020-09-29,31.099998,-118.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-117.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-117.7,0.0,0.0,,0.0
2020-09-29,31.099998,-117.5,0.0,0.0,,0.0
2020-09-29,31.099998,-117.3,0.0,0.0,,0.0
2020-09-29,31.099998,-117.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-116.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-116.7,0.0,0.0,,0.0
2020-09-29,31.099998,-116.5,0.0,0.0,,0.0
2020-09-29,31.099998,-116.3,0.0,0.0,,0.0
2020-09-29,31.099998,-116.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-115.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-115.7,0.0,0.0,,0.0
2020-09-29,31.099998,-115.5,0.0,0.0,,0.0
2020-09-29,31.099998,-115.3,0.0,0.0,,0.0
2020-09-29,31.099998,-115.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-114.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-114.7,0.0,0.0,,0.0
2020-09-29,31.099998,-114.5,0.0,0.0,,0.0
2020-09-29,31.099998,-114.3,0.0,0.0,,0.0
2020-09-29,31.099998,-114.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-113.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-113.7,0.0,0.0,,0.0
2020-09-29,31.099998,-113.5,0.0,0.0,,0.0
2020-09-29,31.099998,-113.3,0.0,0.0,,0.0
2020-09-29,31.099998,-113.09999,0.0,0.0,,0.0
2020-09-29,31.099998,-112.90001,0.0,0.0,,0.0
2020-09-29,31.099998,-112.7,0.0,0.0,,0.0
